State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Florida,9/3/2016,"7,501",8/27/2016,"54,901","7,905,730",0.69
Florida,9/10/2016,"7,493",9/3/2016,"52,905","7,905,730",0.67
Florida,9/17/2016,"7,603",9/10/2016,"52,747","7,905,730",0.67
Florida,9/24/2016,"7,255",9/17/2016,"51,489","7,905,730",0.65
Florida,10/1/2016,"7,275",9/24/2016,"51,320","7,905,730",0.65
Florida,10/8/2016,"7,323",10/1/2016,"45,251","7,976,479",0.57
Florida,10/15/2016,"7,999",10/8/2016,"49,939","7,976,479",0.63
Florida,10/22/2016,"7,549",10/15/2016,"45,898","7,976,479",0.58
Florida,10/29/2016,"7,538",10/22/2016,"46,553","7,976,479",0.58
Florida,11/5/2016,"7,676",10/29/2016,"43,843","7,976,479",0.55
Florida,11/12/2016,"7,229",11/5/2016,"44,329","7,976,479",0.56
Florida,11/19/2016,"7,695",11/12/2016,"44,383","7,976,479",0.56
Florida,11/26/2016,"5,366",11/19/2016,"39,138","7,976,479",0.49
Florida,12/3/2016,"7,564",11/26/2016,"47,651","7,976,479",0.6
Florida,12/10/2016,"8,130",12/3/2016,"40,511","7,976,479",0.51
Florida,12/17/2016,"7,322",12/10/2016,"44,858","7,976,479",0.56
Florida,12/24/2016,"6,179",12/17/2016,"41,624","7,976,479",0.52
Florida,12/31/2016,"6,170",12/24/2016,"44,132","7,976,479",0.55
Florida,1/7/2017,"9,011",12/31/2016,"42,896","7,976,479",0.54
Florida,1/14/2017,"8,729",1/7/2017,"43,260","8,044,896",0.54
Florida,1/21/2017,"7,392",1/14/2017,"44,993","8,044,896",0.56
Florida,1/28/2017,"8,133",1/21/2017,"44,812","8,044,896",0.56
Florida,2/4/2017,"7,822",1/28/2017,"44,138","8,044,896",0.55
Florida,2/11/2017,"7,506",2/4/2017,"44,433","8,044,896",0.55
Florida,2/18/2017,"6,881",2/11/2017,"43,579","8,044,896",0.54
Florida,2/25/2017,"6,323",2/18/2017,"42,822","8,044,896",0.53
Florida,3/4/2017,"6,354",2/25/2017,"41,807","8,044,896",0.52
Florida,3/11/2017,"7,180",3/4/2017,"41,136","8,044,896",0.51
Florida,3/18/2017,"6,802",3/11/2017,"40,928","8,044,896",0.51
Florida,3/25/2017,"6,692",3/18/2017,"40,479","8,044,896",0.5
Florida,4/1/2017,"6,981",3/25/2017,"41,521","8,044,896",0.52
Florida,4/8/2017,"8,564",4/1/2017,"39,845","8,116,175",0.49
Florida,4/15/2017,"6,839",4/8/2017,"39,972","8,116,175",0.49
Florida,4/22/2017,"6,886",4/15/2017,"42,905","8,116,175",0.53
Florida,4/29/2017,"6,952",4/22/2017,"40,858","8,116,175",0.5
Florida,5/6/2017,"8,028",4/29/2017,"42,769","8,116,175",0.53
Florida,5/13/2017,"7,660",5/6/2017,"40,873","8,116,175",0.5
Florida,5/20/2017,"7,686",5/13/2017,"43,667","8,116,175",0.54
Florida,5/27/2017,"7,586",5/20/2017,"42,218","8,116,175",0.52
Florida,6/3/2017,"8,140",5/27/2017,"44,398","8,116,175",0.55
Florida,6/10/2017,"10,538",6/3/2017,"43,777","8,116,175",0.54
Florida,6/17/2017,"8,938",6/10/2017,"46,938","8,116,175",0.58
Florida,6/24/2017,"8,299",6/17/2017,"49,439","8,116,175",0.61
Florida,7/1/2017,"8,350",6/24/2017,"51,966","8,116,175",0.64
Florida,7/8/2017,"8,904",7/1/2017,"49,132","8,172,841",0.6
Florida,7/15/2017,"8,849",7/8/2017,"52,807","8,172,841",0.65
Florida,7/22/2017,"8,406",7/15/2017,"53,192","8,172,841",0.65
Florida,7/29/2017,"7,481",7/22/2017,"54,325","8,172,841",0.66
Florida,8/5/2017,"8,084",7/29/2017,"54,180","8,172,841",0.66
Florida,8/12/2017,"7,905",8/5/2017,"53,872","8,172,841",0.66
Florida,8/19/2017,"7,615",8/12/2017,"54,006","8,172,841",0.66
Florida,8/26/2017,"7,178",8/19/2017,"52,765","8,172,841",0.65
Florida,9/2/2017,"7,062",8/26/2017,"51,127","8,172,841",0.63
Florida,9/9/2017,"4,773",9/2/2017,"46,151","8,172,841",0.56
Florida,9/16/2017,"10,052",9/9/2017,"43,730","8,172,841",0.54
Florida,9/23/2017,"18,477",9/16/2017,"47,113","8,172,841",0.58
Florida,9/30/2017,"14,902",9/23/2017,"47,483","8,172,841",0.58
Florida,10/7/2017,"13,861",9/30/2017,"50,711","8,231,592",0.62
Florida,10/14/2017,"11,314",10/7/2017,"48,373","8,231,592",0.59
Florida,10/21/2017,"10,112",10/14/2017,"50,005","8,231,592",0.61
Florida,10/28/2017,"8,849",10/21/2017,"46,350","8,231,592",0.56
Florida,11/4/2017,"8,596",10/28/2017,"47,073","8,231,592",0.57
Florida,11/11/2017,"7,610",11/4/2017,"44,045","8,231,592",0.54
Florida,11/18/2017,"8,423",11/11/2017,"47,258","8,231,592",0.57
Florida,11/25/2017,"5,255",11/18/2017,"37,990","8,231,592",0.46
Florida,12/2/2017,"8,024",11/25/2017,"49,712","8,231,592",0.6
Florida,12/9/2017,"7,593",12/2/2017,"39,908","8,231,592",0.48
Florida,12/16/2017,"7,332",12/9/2017,"46,672","8,231,592",0.57
Florida,12/23/2017,"6,971",12/16/2017,"41,294","8,231,592",0.5
Florida,12/30/2017,"5,443",12/23/2017,"43,874","8,231,592",0.53
Florida,1/6/2018,"7,974",12/30/2017,"42,138","8,231,765",0.51
Florida,1/13/2018,"9,001",1/6/2018,"44,769","8,231,765",0.54
Florida,1/20/2018,"7,315",1/13/2018,"42,495","8,231,765",0.52
Florida,1/27/2018,"7,627",1/20/2018,"45,444","8,231,765",0.55
Florida,2/3/2018,"7,632",1/27/2018,"42,015","8,231,765",0.51
Florida,2/10/2018,"7,159",2/3/2018,"44,402","8,231,765",0.54
Florida,2/17/2018,"6,699",2/10/2018,"40,746","8,231,765",0.49
Florida,2/24/2018,"6,008",2/17/2018,"42,384","8,231,765",0.51
Florida,3/3/2018,"5,969",2/24/2018,"39,366","8,231,765",0.48
Florida,3/10/2018,"6,892",3/3/2018,"40,056","8,231,765",0.49
Florida,3/17/2018,"6,478",3/10/2018,"38,768","8,231,765",0.47
Florida,3/24/2018,"6,318",3/17/2018,"39,151","8,231,765",0.48
Florida,3/31/2018,"5,677",3/24/2018,"38,719","8,231,765",0.47
Florida,4/7/2018,"7,595",3/31/2018,"38,046","8,231,765",0.46
Florida,4/14/2018,"6,524",4/7/2018,"36,801","8,249,914",0.45
Florida,4/21/2018,"6,381",4/14/2018,"38,737","8,249,914",0.47
Florida,4/28/2018,"6,302",4/21/2018,"37,030","8,249,914",0.45
Florida,5/5/2018,"6,695",4/28/2018,"37,415","8,249,914",0.45
Florida,5/12/2018,"6,977",5/5/2018,"36,826","8,249,914",0.45
Florida,5/19/2018,"6,840",5/12/2018,"37,581","8,249,914",0.46
Florida,5/26/2018,"7,080",5/19/2018,"37,298","8,249,914",0.45
Florida,6/2/2018,"6,996",5/26/2018,"38,155","8,249,914",0.46
Florida,6/9/2018,"9,538",6/2/2018,"38,595","8,249,914",0.47
Florida,6/16/2018,"7,761",6/9/2018,"39,636","8,249,914",0.48
Florida,6/23/2018,"7,370",6/16/2018,"43,787","8,249,914",0.53
Florida,6/30/2018,"7,280",6/23/2018,"43,283","8,249,914",0.52
Florida,7/7/2018,"8,360",6/30/2018,"42,699","8,249,914",0.52
Florida,7/14/2018,"7,939",7/7/2018,"44,588","8,351,842",0.53
Florida,7/21/2018,"7,519",7/14/2018,"47,755","8,351,842",0.57
Florida,7/28/2018,"6,705",7/21/2018,"45,655","8,351,842",0.55
Florida,8/4/2018,"6,880",7/28/2018,"47,496","8,351,842",0.57
Florida,8/11/2018,"6,830",8/4/2018,"45,324","8,351,842",0.54
Florida,8/18/2018,"6,463",8/11/2018,"46,735","8,351,842",0.56
Florida,8/25/2018,"6,519",8/18/2018,"43,629","8,351,842",0.52
Florida,9/1/2018,"5,851",8/25/2018,"43,042","8,351,842",0.52
Florida,9/8/2018,"5,764",9/1/2018,"41,212","8,351,842",0.49
Florida,9/15/2018,"6,108",9/8/2018,"41,057","8,351,842",0.49
Florida,9/22/2018,"5,901",9/15/2018,"39,812","8,351,842",0.48
Florida,9/29/2018,"5,707",9/22/2018,"39,560","8,351,842",0.47
Florida,10/6/2018,"7,066",9/29/2018,"37,586","8,351,842",0.45
Florida,10/13/2018,"6,685",10/6/2018,"36,601","8,401,478",0.44
Florida,10/20/2018,"10,672",10/13/2018,"37,256","8,401,478",0.44
Florida,10/27/2018,"8,987",10/20/2018,"35,879","8,401,478",0.43
Florida,11/3/2018,"7,771",10/27/2018,"40,238","8,401,478",0.48
Florida,11/10/2018,"7,784",11/3/2018,"39,259","8,401,478",0.47
Florida,11/17/2018,"6,898",11/10/2018,"41,264","8,401,478",0.49
Florida,11/24/2018,"4,817",11/17/2018,"34,283","8,401,478",0.41
Florida,12/1/2018,"7,126",11/24/2018,"43,042","8,401,478",0.51
Florida,12/8/2018,"7,072",12/1/2018,"36,573","8,401,478",0.44
Florida,12/15/2018,"6,993",12/8/2018,"40,751","8,401,478",0.49
Florida,12/22/2018,"6,531",12/15/2018,"37,335","8,401,478",0.44
Florida,12/29/2018,"5,216",12/22/2018,"38,469","8,401,478",0.46
Florida,1/5/2019,"7,343",12/29/2018,"37,091","8,401,478",0.44
Florida,1/12/2019,"10,113",1/5/2019,"39,523","8,445,378",0.47
Florida,1/19/2019,"9,152",1/12/2019,"38,589","8,445,378",0.46
Florida,1/26/2019,"8,226",1/19/2019,"39,817","8,445,378",0.47
Florida,2/2/2019,"7,510",1/26/2019,"37,502","8,445,378",0.44
Florida,2/9/2019,"7,049",2/2/2019,"38,218","8,445,378",0.45
Florida,2/16/2019,"6,185",2/9/2019,"36,628","8,445,378",0.43
Florida,2/23/2019,"5,685",2/16/2019,"38,228","8,445,378",0.45
Florida,3/2/2019,"5,675",2/23/2019,"36,032","8,445,378",0.43
Florida,3/9/2019,"6,204",3/2/2019,"35,361","8,445,378",0.42
Florida,3/16/2019,"5,801",3/9/2019,"34,751","8,445,378",0.41
Florida,3/23/2019,"5,353",3/16/2019,"34,930","8,445,378",0.41
Florida,3/30/2019,"5,304",3/23/2019,"34,577","8,445,378",0.41
Florida,4/6/2019,"6,402",3/30/2019,"33,253","8,445,378",0.39
Florida,4/13/2019,"6,345",4/6/2019,"33,243","8,511,100",0.39
Florida,4/20/2019,"5,911",4/13/2019,"33,688","8,511,100",0.4
Florida,4/27/2019,"5,900",4/20/2019,"34,170","8,511,100",0.4
Florida,5/4/2019,"6,262",4/27/2019,"33,181","8,511,100",0.39
Florida,5/11/2019,"6,402",5/4/2019,"33,697","8,511,100",0.4
Florida,5/18/2019,"6,354",5/11/2019,"33,957","8,511,100",0.4
Florida,5/25/2019,"6,104",5/18/2019,"33,987","8,511,100",0.4
Florida,6/1/2019,"5,971",5/25/2019,"34,600","8,511,100",0.41
Florida,6/8/2019,"8,581",6/1/2019,"34,500","8,511,100",0.41
Florida,6/15/2019,"7,509",6/8/2019,"35,131","8,511,100",0.41
Florida,6/22/2019,"7,025",6/15/2019,"38,862","8,511,100",0.46
Florida,6/29/2019,"6,845",6/22/2019,"38,733","8,511,100",0.46
Florida,7/6/2019,"7,150",6/29/2019,"37,702","8,511,100",0.44
Florida,7/13/2019,"7,710",7/6/2019,"40,614","8,563,455",0.47
Florida,7/20/2019,"6,919",7/13/2019,"41,553","8,563,455",0.49
Florida,7/27/2019,"6,491",7/20/2019,"42,091","8,563,455",0.49
Florida,8/3/2019,"6,437",7/27/2019,"42,461","8,563,455",0.5
Florida,8/10/2019,"6,509",8/3/2019,"42,628","8,563,455",0.5
Florida,8/17/2019,"6,009",8/10/2019,"41,853","8,563,455",0.49
Florida,8/24/2019,"6,305",8/17/2019,"43,799","8,563,455",0.51
Florida,8/31/2019,"5,646",8/24/2019,"41,020","8,563,455",0.48
Florida,9/7/2019,"5,013",8/31/2019,"40,036","8,563,455",0.47
Florida,9/14/2019,"6,543",9/7/2019,"40,712","8,563,455",0.48
Florida,9/21/2019,"5,972",9/14/2019,"39,151","8,563,455",0.46
Florida,9/28/2019,"5,388",9/21/2019,"39,475","8,563,455",0.46
Florida,10/5/2019,"6,072",9/28/2019,"37,855","8,563,455",0.44
Florida,10/12/2019,"5,982",10/5/2019,"36,883","8,608,066",0.43
Florida,10/19/2019,"5,451",10/12/2019,"36,987","8,608,066",0.43
Florida,10/26/2019,"5,402",10/19/2019,"36,047","8,608,066",0.42
Florida,11/2/2019,"5,484",10/26/2019,"35,187","8,608,066",0.41
Florida,11/9/2019,"6,028",11/2/2019,"35,489","8,608,066",0.41
Florida,11/16/2019,"5,252",11/9/2019,"34,385","8,608,066",0.4
Florida,11/23/2019,"5,662",11/16/2019,"36,170","8,608,066",0.42
Florida,11/30/2019,"3,817",11/23/2019,"31,147","8,608,066",0.36
Florida,12/7/2019,"5,681",11/30/2019,"38,917","8,608,066",0.45
Florida,12/14/2019,"5,375",12/7/2019,"33,428","8,608,066",0.39
Florida,12/21/2019,"5,337",12/14/2019,"36,866","8,608,066",0.43
Florida,12/28/2019,"3,807",12/21/2019,"31,743","8,608,066",0.37
Florida,1/4/2020,"4,618",12/28/2019,"36,189","8,608,066",0.42
Florida,1/11/2020,"6,862",1/4/2020,"35,024","8,604,277",0.41
Florida,1/18/2020,"6,088",1/11/2020,"34,718","8,604,277",0.4
Florida,1/25/2020,"5,206",1/18/2020,"33,347","8,604,277",0.39
Florida,2/1/2020,"5,457",1/25/2020,"35,871","8,604,277",0.42
Florida,2/8/2020,"5,605",2/1/2020,"33,176","8,604,277",0.39
Florida,2/15/2020,"5,229",2/8/2020,"34,449","8,604,277",0.4
Florida,2/22/2020,"4,861",2/15/2020,"33,570","8,604,277",0.39
Florida,2/29/2020,"4,853",2/22/2020,"33,421","8,604,277",0.39
Florida,3/7/2020,"5,325",2/29/2020,"32,262","8,604,277",0.37
Florida,3/14/2020,"6,463",3/7/2020,"32,244","8,604,277",0.37
Florida,3/21/2020,"74,313",3/14/2020,"33,728","8,604,277",0.39
Florida,3/28/2020,"228,484",3/21/2020,"35,076","8,604,277",0.41
Florida,4/4/2020,"169,885",3/28/2020,"98,921","8,604,277",1.15
Florida,4/11/2020,"180,419",4/4/2020,"339,448","8,590,846",3.95
Florida,4/18/2020,"506,670",4/11/2020,"177,021","8,590,846",2.06
Florida,4/25/2020,"433,103",4/18/2020,"540,554","8,590,846",6.29
Florida,5/2/2020,"174,860",4/25/2020,"444,561","8,590,846",5.17
Florida,5/9/2020,"223,082",5/2/2020,"1,035,207","8,590,846",12.05
Florida,5/16/2020,"225,404",5/9/2020,"2,151,108","8,590,846",25.04
Florida,5/23/2020,"175,411",5/16/2020,"529,384","8,590,846",6.16
Florida,5/30/2020,"207,707",5/23/2020,"630,640","8,590,846",7.34
Florida,6/6/2020,"112,161",5/30/2020,"966,625","8,590,846",11.25
Florida,6/13/2020,"88,148",6/6/2020,"920,202","8,590,846",10.71
Florida,6/20/2020,"95,683",6/13/2020,"995,792","8,590,846",11.59
Florida,6/27/2020,"84,370",6/20/2020,"741,344","8,590,846",8.63
Florida,7/4/2020,"66,941",6/27/2020,"581,952","8,590,846",6.77
Florida,7/11/2020,"132,831",7/4/2020,"914,801","8,732,627",10.48
Florida,7/18/2020,"108,976",7/11/2020,"748,004","8,732,627",8.57
Florida,7/25/2020,"91,462",7/18/2020,"691,070","8,732,627",7.91
Florida,8/1/2020,"78,286",7/25/2020,"631,163","8,732,627",7.23
Florida,8/8/2020,"61,584",8/1/2020,"567,987","8,732,627",6.5
Georgia,1/3/2015,"21,641",12/27/2014,"60,859","3,842,603",1.58
Georgia,1/10/2015,"22,604",1/3/2015,"73,374","3,871,147",1.9
Georgia,1/17/2015,"12,431",1/10/2015,"53,008","3,871,147",1.37
Georgia,1/24/2015,"7,935",1/17/2015,"46,758","3,871,147",1.21
Georgia,1/31/2015,"9,013",1/24/2015,"46,331","3,871,147",1.2
Georgia,2/7/2015,"7,341",1/31/2015,"43,830","3,871,147",1.13
Georgia,2/14/2015,"7,030",2/7/2015,"43,017","3,871,147",1.11
Georgia,2/21/2015,"6,157",2/14/2015,"41,547","3,871,147",1.07
Georgia,2/28/2015,"8,997",2/21/2015,"43,087","3,871,147",1.11
Georgia,3/7/2015,"8,409",2/28/2015,"42,269","3,871,147",1.09
Georgia,3/14/2015,"6,440",3/7/2015,"39,161","3,871,147",1.01
Georgia,3/21/2015,"6,086",3/14/2015,"37,855","3,871,147",0.98
Georgia,3/28/2015,"6,081",3/21/2015,"36,851","3,871,147",0.95
Georgia,4/4/2015,"6,246",3/28/2015,"35,505","3,871,147",0.92
Georgia,4/11/2015,"6,563",4/4/2015,"35,922","3,903,480",0.92
Georgia,4/18/2015,"6,648",4/11/2015,"36,172","3,903,480",0.93
Georgia,4/25/2015,"7,352",4/18/2015,"36,417","3,903,480",0.93
Georgia,5/2/2015,"5,551",4/25/2015,"35,169","3,903,480",0.9
Georgia,5/9/2015,"7,031",5/2/2015,"35,786","3,903,480",0.92
Georgia,5/16/2015,"6,600",5/9/2015,"36,277","3,903,480",0.93
Georgia,5/23/2015,"6,629",5/16/2015,"36,419","3,903,480",0.93
Georgia,5/30/2015,"6,796",5/23/2015,"37,211","3,903,480",0.95
Georgia,6/6/2015,"9,103",5/30/2015,"38,408","3,903,480",0.98
Georgia,6/13/2015,"7,210",6/6/2015,"39,680","3,903,480",1.02
Georgia,6/20/2015,"6,420",6/13/2015,"39,372","3,903,480",1.01
Georgia,6/27/2015,"5,956",6/20/2015,"39,021","3,903,480",1
Georgia,7/4/2015,"7,263",6/27/2015,"38,391","3,903,480",0.98
Georgia,7/11/2015,"11,338",7/4/2015,"44,581","3,938,219",1.13
Georgia,7/18/2015,"8,985",7/11/2015,"42,794","3,938,219",1.09
Georgia,7/25/2015,"6,295",7/18/2015,"39,633","3,938,219",1.01
Georgia,8/1/2015,"5,855",7/25/2015,"38,901","3,938,219",0.99
Georgia,8/8/2015,"6,333",8/1/2015,"38,027","3,938,219",0.97
Georgia,8/15/2015,"6,417",8/8/2015,"37,289","3,938,219",0.95
Georgia,8/22/2015,"6,029",8/15/2015,"37,352","3,938,219",0.95
Georgia,8/29/2015,"6,003",8/22/2015,"36,922","3,938,219",0.94
Georgia,9/5/2015,"6,252",8/29/2015,"35,989","3,938,219",0.91
Georgia,9/12/2015,"5,626",9/5/2015,"36,379","3,938,219",0.92
Georgia,9/19/2015,"6,514",9/12/2015,"36,163","3,938,219",0.92
Georgia,9/26/2015,"5,646",9/19/2015,"35,326","3,938,219",0.9
Georgia,10/3/2015,"6,881",9/26/2015,"35,765","3,938,219",0.91
Georgia,10/10/2015,"8,566",10/3/2015,"37,032","3,973,087",0.93
Georgia,10/17/2015,"6,042",10/10/2015,"35,002","3,973,087",0.88
Georgia,10/24/2015,"6,769",10/17/2015,"35,144","3,973,087",0.88
Georgia,10/31/2015,"6,404",10/24/2015,"33,788","3,973,087",0.85
Georgia,11/7/2015,"8,913",10/31/2015,"35,311","3,973,087",0.89
Georgia,11/14/2015,"7,362",11/7/2015,"34,957","3,973,087",0.88
Georgia,11/21/2015,"7,621",11/14/2015,"35,072","3,973,087",0.88
Georgia,11/28/2015,"5,366",11/21/2015,"31,488","3,973,087",0.79
Georgia,12/5/2015,"13,641",11/28/2015,"44,274","3,973,087",1.11
Georgia,12/12/2015,"7,869",12/5/2015,"35,885","3,973,087",0.9
Georgia,12/19/2015,"7,009",12/12/2015,"36,113","3,973,087",0.91
Georgia,12/26/2015,"5,987",12/19/2015,"32,418","3,973,087",0.82
Georgia,1/2/2016,"18,126",12/26/2015,"48,313","3,973,087",1.22
Georgia,1/9/2016,"24,027",1/2/2016,"65,165","4,000,942",1.63
Georgia,1/16/2016,"12,886",1/9/2016,"46,552","4,000,942",1.16
Georgia,1/23/2016,"6,773",1/16/2016,"39,003","4,000,942",0.97
Georgia,1/30/2016,"8,857",1/23/2016,"39,734","4,000,942",0.99
Georgia,2/6/2016,"7,389",1/30/2016,"38,100","4,000,942",0.95
Georgia,2/13/2016,"7,004",2/6/2016,"37,661","4,000,942",0.94
Georgia,2/20/2016,"6,609",2/13/2016,"36,830","4,000,942",0.92
Georgia,2/27/2016,"6,545",2/20/2016,"35,165","4,000,942",0.88
Georgia,3/5/2016,"6,774",2/27/2016,"34,095","4,000,942",0.85
Georgia,3/12/2016,"6,310",3/5/2016,"33,851","4,000,942",0.85
Georgia,3/19/2016,"5,886",3/12/2016,"32,887","4,000,942",0.82
Georgia,3/26/2016,"5,442",3/19/2016,"31,868","4,000,942",0.8
Georgia,4/2/2016,"6,423",3/26/2016,"31,755","4,000,942",0.79
Georgia,4/9/2016,"7,669",4/2/2016,"32,521","4,028,849",0.81
Georgia,4/16/2016,"6,444",4/9/2016,"31,678","4,028,849",0.79
Georgia,4/23/2016,"6,030",4/16/2016,"30,467","4,028,849",0.76
Georgia,4/30/2016,"5,553",4/23/2016,"30,139","4,028,849",0.75
Georgia,5/7/2016,"7,108",4/30/2016,"30,691","4,028,849",0.76
Georgia,5/14/2016,"6,771",5/7/2016,"31,698","4,028,849",0.79
Georgia,5/21/2016,"6,069",5/14/2016,"30,948","4,028,849",0.77
Georgia,5/28/2016,"7,901",5/21/2016,"33,056","4,028,849",0.82
Georgia,6/4/2016,"6,650",5/28/2016,"31,845","4,028,849",0.79
Georgia,6/11/2016,"7,937",6/4/2016,"33,464","4,028,849",0.83
Georgia,6/18/2016,"6,179",6/11/2016,"32,273","4,028,849",0.8
Georgia,6/25/2016,"6,471",6/18/2016,"31,957","4,028,849",0.79
Georgia,7/2/2016,"5,706",6/25/2016,"31,280","4,028,849",0.78
Georgia,7/9/2016,"7,346",7/2/2016,"32,567","4,056,606",0.8
Georgia,7/16/2016,"11,900",7/9/2016,"39,826","4,056,606",0.98
Georgia,7/23/2016,"7,296",7/16/2016,"33,948","4,056,606",0.84
Georgia,7/30/2016,"6,275",7/23/2016,"32,888","4,056,606",0.81
Georgia,8/6/2016,"6,233",7/30/2016,"32,153","4,056,606",0.79
Georgia,8/13/2016,"5,937",8/6/2016,"32,006","4,056,606",0.79
Georgia,8/20/2016,"5,427",8/13/2016,"30,817","4,056,606",0.76
Georgia,8/27/2016,"5,937",8/20/2016,"30,658","4,056,606",0.76
Georgia,9/3/2016,"5,770",8/27/2016,"30,324","4,056,606",0.75
Georgia,9/10/2016,"5,123",9/3/2016,"30,607","4,056,606",0.75
Georgia,9/17/2016,"6,352",9/10/2016,"30,977","4,056,606",0.76
Georgia,9/24/2016,"6,082",9/17/2016,"29,871","4,056,606",0.74
Georgia,10/1/2016,"5,159",9/24/2016,"28,546","4,056,606",0.7
Georgia,10/8/2016,"7,150",10/1/2016,"29,313","4,084,141",0.72
Georgia,10/15/2016,"6,767",10/8/2016,"29,915","4,084,141",0.73
Georgia,10/22/2016,"7,283",10/15/2016,"31,504","4,084,141",0.77
Georgia,10/29/2016,"6,510",10/22/2016,"31,176","4,084,141",0.76
Georgia,11/5/2016,"6,109",10/29/2016,"29,284","4,084,141",0.72
Georgia,11/12/2016,"5,215",11/5/2016,"27,834","4,084,141",0.68
Georgia,11/19/2016,"6,798",11/12/2016,"29,871","4,084,141",0.73
Georgia,11/26/2016,"4,354",11/19/2016,"25,331","4,084,141",0.62
Georgia,12/3/2016,"10,041",11/26/2016,"34,035","4,084,141",0.83
Georgia,12/10/2016,"7,637",12/3/2016,"30,545","4,084,141",0.75
Georgia,12/17/2016,"6,137",12/10/2016,"30,602","4,084,141",0.75
Georgia,12/24/2016,"7,002",12/17/2016,"30,227","4,084,141",0.74
Georgia,12/31/2016,"8,575",12/24/2016,"34,262","4,084,141",0.84
Georgia,1/7/2017,"19,189",12/31/2016,"48,867","4,084,141",1.2
Georgia,1/14/2017,"12,646",1/7/2017,"42,802","4,113,981",1.04
Georgia,1/21/2017,"6,956",1/14/2017,"35,336","4,113,981",0.86
Georgia,1/28/2017,"7,189",1/21/2017,"35,020","4,113,981",0.85
Georgia,2/4/2017,"7,265",1/28/2017,"34,315","4,113,981",0.83
Georgia,2/11/2017,"6,260",2/4/2017,"33,903","4,113,981",0.82
Georgia,2/18/2017,"6,471",2/11/2017,"33,550","4,113,981",0.82
Georgia,2/25/2017,"5,229",2/18/2017,"31,945","4,113,981",0.78
Georgia,3/4/2017,"6,963",2/25/2017,"32,015","4,113,981",0.78
Georgia,3/11/2017,"5,337",3/4/2017,"29,961","4,113,981",0.73
Georgia,3/18/2017,"4,787",3/11/2017,"29,472","4,113,981",0.72
Georgia,3/25/2017,"5,517",3/18/2017,"28,788","4,113,981",0.7
Georgia,4/1/2017,"5,054",3/25/2017,"28,116","4,113,981",0.68
Georgia,4/8/2017,"6,065",4/1/2017,"28,532","4,113,981",0.69
Georgia,4/15/2017,"5,818",4/8/2017,"28,264","4,142,269",0.68
Georgia,4/22/2017,"5,201",4/15/2017,"27,977","4,142,269",0.68
Georgia,4/29/2017,"4,685",4/22/2017,"27,151","4,142,269",0.66
Georgia,5/6/2017,"5,907",4/29/2017,"26,942","4,142,269",0.65
Georgia,5/13/2017,"5,625",5/6/2017,"27,494","4,142,269",0.66
Georgia,5/20/2017,"5,185",5/13/2017,"27,449","4,142,269",0.66
Georgia,5/27/2017,"5,364",5/20/2017,"27,860","4,142,269",0.67
Georgia,6/3/2017,"5,675",5/27/2017,"28,188","4,142,269",0.68
Georgia,6/10/2017,"7,244",6/3/2017,"30,242","4,142,269",0.73
Georgia,6/17/2017,"5,594",6/10/2017,"29,900","4,142,269",0.72
Georgia,6/24/2017,"4,893",6/17/2017,"29,530","4,142,269",0.71
Georgia,7/1/2017,"5,276",6/24/2017,"29,536","4,142,269",0.71
Georgia,7/8/2017,"6,646",7/1/2017,"29,491","4,167,260",0.71
Georgia,7/15/2017,"9,179",7/8/2017,"33,502","4,167,260",0.8
Georgia,7/22/2017,"6,117",7/15/2017,"30,826","4,167,260",0.74
Georgia,7/29/2017,"5,117",7/22/2017,"29,655","4,167,260",0.71
Georgia,8/5/2017,"5,296",7/29/2017,"29,204","4,167,260",0.7
Georgia,8/12/2017,"5,351",8/5/2017,"28,883","4,167,260",0.69
Georgia,8/19/2017,"5,614",8/12/2017,"29,037","4,167,260",0.7
Georgia,8/26/2017,"4,827",8/19/2017,"28,364","4,167,260",0.68
Georgia,9/2/2017,"4,903",8/26/2017,"28,169","4,167,260",0.68
Georgia,9/9/2017,"4,899",9/2/2017,"27,345","4,167,260",0.66
Georgia,9/16/2017,"4,760",9/9/2017,"26,967","4,167,260",0.65
Georgia,9/23/2017,"8,130",9/16/2017,"28,114","4,167,260",0.67
Georgia,9/30/2017,"6,143",9/23/2017,"27,121","4,167,260",0.65
Georgia,10/7/2017,"7,303",9/30/2017,"27,816","4,167,260",0.67
Georgia,10/14/2017,"5,384",10/7/2017,"27,412","4,190,963",0.65
Georgia,10/21/2017,"6,359",10/14/2017,"28,597","4,190,963",0.68
Georgia,10/28/2017,"4,828",10/21/2017,"26,505","4,190,963",0.63
Georgia,11/4/2017,"5,915",10/28/2017,"26,536","4,190,963",0.63
Georgia,11/11/2017,"4,749",11/4/2017,"25,132","4,190,963",0.6
Georgia,11/18/2017,"6,062",11/11/2017,"27,369","4,190,963",0.65
Georgia,11/25/2017,"3,119",11/18/2017,"23,481","4,190,963",0.56
Georgia,12/2/2017,"9,487",11/25/2017,"32,005","4,190,963",0.76
Georgia,12/9/2017,"5,433",12/2/2017,"27,674","4,190,963",0.66
Georgia,12/16/2017,"5,515",12/9/2017,"27,754","4,190,963",0.66
Georgia,12/23/2017,"5,995",12/16/2017,"28,012","4,190,963",0.67
