state,date,state_new_cases_per_100000,state_new_deaths_per_100000
Northern Mariana Islands,6/3/2020,,
Virgin Islands,6/3/2020,,
American Samoa,6/3/2020,,
Guam,6/3/2020,,
Maryland,6/2/2020,15.33841465,0.624127846
Nebraska,6/2/2020,14.78725166,0.170308857
Rhode Island,6/2/2020,12.18720465,1.324108709
Virginia,6/2/2020,11.56752937,0.286798249
District of Columbia,6/2/2020,11.22593516,0.610105172
Mississippi,6/2/2020,11.04961276,0.550088947
Illinois,6/2/2020,10.82325831,0.674982027
Iowa,6/2/2020,10.48295129,0.380210668
New Jersey,6/2/2020,9.270419136,0.970178789
Delaware,6/2/2020,9.143013121,0.56128352
Alabama,6/2/2020,9.107090943,0.21335611
Minnesota,6/2/2020,9.032988305,0.442993226
Massachusetts,6/2/2020,8.976500342,1.266686237
Arizona,6/2/2020,8.764674505,0.264932207
Louisiana,6/2/2020,8.252644724,0.407727247
Connecticut,6/2/2020,7.888602299,0.811718983
Arkansas,6/2/2020,7.764219887,0.080581037
North Carolina,6/2/2020,7.660416805,0.22012692
Wisconsin,6/2/2020,7.504611871,0.221157521
Tennessee,6/2/2020,7.273675688,0.080185575
Utah,6/2/2020,7.149398707,0.054230584
Indiana,6/2/2020,6.743782751,0.412013318
New York,6/2/2020,6.728293321,0.48320316
South Dakota,6/2/2020,6.703753211,0.194311687
California,6/2/2020,6.400521431,0.175876203
New Mexico,6/2/2020,6.094902126,0.286337684
Georgia,6/2/2020,5.736299306,0.279753233
South Carolina,6/2/2020,5.628161081,0.154542616
Colorado,6/2/2020,5.573259671,0.306002556
New Hampshire,6/2/2020,5.455384538,0.442328476
Texas,6/2/2020,5.017099075,0.097554704
Pennsylvania,6/2/2020,4.960433654,0.562189917
Michigan,6/2/2020,4.667621009,0.413025864
North Dakota,6/2/2020,4.210099766,0.206745971
Ohio,6/2/2020,4.086715908,0.314080738
Kentucky,6/2/2020,3.945162371,0.153458504
Nevada,6/2/2020,3.771054347,0.108282459
Kansas,6/2/2020,3.75848173,0.058879609
Washington,6/2/2020,3.74603285,0.096684046
Florida,6/2/2020,3.482337049,0.18176297
Missouri,6/2/2020,3.110632852,0.133301733
Maine,6/2/2020,2.8605499,0.160105405
Puerto Rico,6/2/2020,2.73181642,0.040239522
Idaho,6/2/2020,2.500110754,0.032574733
West Virginia,6/2/2020,2.230867228,0.04746526
Oklahoma,6/2/2020,2.007133439,0.076082675
Wyoming,6/2/2020,1.533075233,0.09890808
Alaska,6/2/2020,1.472278735,0
Oregon,6/2/2020,1.254474562,0.030680084
Montana,6/2/2020,0.591705234,0
Vermont,6/2/2020,0.479004437,0.022809735
Hawaii,6/2/2020,0.100568848,0
Northern Mariana Islands,6/2/2020,,
Guam,6/2/2020,,
American Samoa,6/2/2020,,
Virgin Islands,6/2/2020,,
Nebraska,6/1/2020,14.6835854,0.170308857
Maryland,6/1/2020,14.59844489,0.591030158
Virginia,6/1/2020,12.86566882,0.308601625
District of Columbia,6/1/2020,12.85288229,0.569431494
Rhode Island,6/1/2020,12.51147617,1.513267096
Mississippi,6/1/2020,10.97307865,0.497471743
Alabama,6/1/2020,10.65026938,0.233814915
Illinois,6/1/2020,10.3344009,0.590889581
Minnesota,6/1/2020,9.911336943,0.432809473
Iowa,6/1/2020,9.695372044,0.448105431
Delaware,6/1/2020,9.453196118,0.531742282
New Jersey,6/1/2020,9.342581195,0.97178239
Massachusetts,6/1/2020,9.187614715,1.281174478
Connecticut,6/1/2020,8.77962716,0.911684375
Louisiana,6/1/2020,7.762145781,0.337218024
North Carolina,6/1/2020,7.615015628,0.217375333
Wisconsin,6/1/2020,7.271167822,0.199041769
South Dakota,6/1/2020,7.254302992,0.194311687
Arizona,6/1/2020,7.079466634,0.221108834
Arkansas,6/1/2020,6.702446227,0.075840976
Utah,6/1/2020,6.679400309,0.06778823
Indiana,6/1/2020,6.649852254,0.339430661
California,6/1/2020,6.595538165,0.162152803
New York,6/1/2020,6.540421593,0.488320289
Georgia,6/1/2020,6.113830368,0.334074249
Colorado,6/1/2020,5.786458173,0.313527209
South Carolina,6/1/2020,5.535435512,0.168591945
New Mexico,6/1/2020,5.276794458,0.286337684
Pennsylvania,6/1/2020,5.266068648,0.469607054
New Hampshire,6/1/2020,5.139435627,0.368607063
Michigan,6/1/2020,4.726216374,0.398734312
Kentucky,6/1/2020,4.715651943,0.153458504
Texas,6/1/2020,4.571134713,0.086604686
North Dakota,6/1/2020,4.451303399,0.131565618
Ohio,6/1/2020,4.285918866,0.268862889
Tennessee,6/1/2020,4.285707955,0.054863814
Kansas,6/1/2020,3.90077412,0.049066341
Washington,6/1/2020,3.624703851,0.100475577
Nevada,6/1/2020,3.512118031,0.108282459
Florida,6/1/2020,3.409900146,0.13950811
Maine,6/1/2020,2.935265756,0.11741063
Missouri,6/1/2020,2.886779213,0.125140402
Puerto Rico,6/1/2020,2.740758536,0.031297406
West Virginia,6/1/2020,2.009362681,0.031643507
Oklahoma,6/1/2020,1.749901536,0.076082675
Idaho,6/1/2020,1.73460453,0.02443105
Wyoming,6/1/2020,1.656710332,0.123635099
Oregon,6/1/2020,1.203341088,0.02045339
Alaska,6/1/2020,1.12358114,0
Montana,6/1/2020,0.537913849,0.013447846
Vermont,6/1/2020,0.479004437,0.022809735
Hawaii,6/1/2020,0.090511963,0
Northern Mariana Islands,6/1/2020,,
Guam,6/1/2020,,
American Samoa,6/1/2020,,
Virgin Islands,6/1/2020,,
Maryland,5/31/2020,15.28403987,0.602850761
Nebraska,5/31/2020,14.56510967,0.170308857
District of Columbia,5/31/2020,14.05275579,0.691452528
Virginia,5/31/2020,14.02627927,0.342145279
Rhode Island,5/31/2020,11.66026343,1.48624447
Illinois,5/31/2020,11.16299179,0.59873821
Minnesota,5/31/2020,10.88897717,0.43790135
Mississippi,5/31/2020,10.8247938,0.521388654
Iowa,5/31/2020,10.41505652,0.357579081
Delaware,5/31/2020,10.17695645,0.590824757
Alabama,5/31/2020,10.15341269,0.230892229
New Jersey,5/31/2020,10.0882558,0.94772837
Massachusetts,5/31/2020,9.852004064,0.981060909
Louisiana,5/31/2020,8.421253736,0.30656184
Connecticut,5/31/2020,8.154510242,1.003652535
Wisconsin,5/31/2020,7.681537888,0.201499074
North Carolina,5/31/2020,7.456799404,0.210496367
Arizona,5/31/2020,7.089426492,0.211148977
South Dakota,5/31/2020,6.962835461,0.194311687
Indiana,5/31/2020,6.827039328,0.337295877
New York,5/31/2020,6.765575259,0.462734645
California,5/31/2020,6.457943025,0.15131854
Utah,5/31/2020,6.349497588,0.072307446
Arkansas,5/31/2020,6.309021166,0.080581037
Georgia,5/31/2020,5.650743706,0.306913741
Colorado,5/31/2020,5.492996705,0.283428597
New Hampshire,5/31/2020,5.286878452,0.379138694
Tennessee,5/31/2020,5.180410158,0.059084108
Pennsylvania,5/31/2020,5.09317294,0.467376141
New Mexico,5/31/2020,5.085902669,0.265884992
South Carolina,5/31/2020,4.959413035,0.165782079
Michigan,5/31/2020,4.739078771,0.378726138
Ohio,5/31/2020,4.40201875,0.227311351
Texas,5/31/2020,4.375527576,0.087102414
North Dakota,5/31/2020,4.253954972,0.150360706
Kentucky,5/31/2020,3.622260102,0.127882087
Washington,5/31/2020,3.552664757,0.10805864
Florida,5/31/2020,3.552091104,0.143532382
Nevada,5/31/2020,3.516825964,0.174193522
Kansas,5/31/2020,3.415017342,0.049066341
Maine,5/31/2020,2.881897287,0.11741063
Missouri,5/31/2020,2.749202498,0.136022176
Puerto Rico,5/31/2020,2.624511028,0.040239522
West Virginia,5/31/2020,1.985630051,0.02373263
Idaho,5/31/2020,1.73460453,0.02443105
Wyoming,5/31/2020,1.607256292,0.09890808
Oklahoma,5/31/2020,1.380357113,0.083328645
Oregon,5/31/2020,1.077211853,0.017044491
Alaska,5/31/2020,1.007348608,0
Vermont,5/31/2020,0.570243378,0.022809735
Montana,5/31/2020,0.484122464,0.013447846
Hawaii,5/31/2020,0.090511963,0
Northern Mariana Islands,5/31/2020,,
Virgin Islands,5/31/2020,,
American Samoa,5/31/2020,,
Guam,5/31/2020,,
Maryland,5/30/2020,15.41406651,0.628856088
District of Columbia,5/30/2020,15.27296614,0.711789367
Nebraska,5/30/2020,14.37999135,0.170308857
Delaware,5/30/2020,13.19016271,0.576054138
Virginia,5/30/2020,13.18601072,0.353885559
Illinois,5/30/2020,12.46922777,0.605465605
Rhode Island,5/30/2020,11.71430868,1.540289723
Minnesota,5/30/2020,11.06210095,0.445539164
Mississippi,5/30/2020,10.6382419,0.51182189
Massachusetts,5/30/2020,10.6219506,0.960363421
Iowa,5/30/2020,10.61874081,0.384736986
New Jersey,5/30/2020,10.37209323,0.931692357
Alabama,5/30/2020,9.475349434,0.201665364
Connecticut,5/30/2020,9.400079026,0.947671916
Wisconsin,5/30/2020,8.239346302,0.199041769
Louisiana,5/30/2020,8.130019988,0.361742971
South Dakota,5/30/2020,8.031549741,0.194311687
New York,5/30/2020,7.115733071,0.481010105
Indiana,5/30/2020,7.06613514,0.343700229
New Mexico,5/30/2020,6.810746335,0.293155248
North Carolina,5/30/2020,6.782660713,0.20774478
Arizona,5/30/2020,6.384268589,0.205173062
California,5/30/2020,6.258953728,0.146984835
Tennessee,5/30/2020,5.868317983,0.073855135
Arkansas,5/30/2020,5.868195494,0.085321098
Utah,5/30/2020,5.752961159,0.06778823
Georgia,5/30/2020,5.552965877,0.247160624
Colorado,5/30/2020,5.317421468,0.29095325
Pennsylvania,5/30/2020,5.229258594,0.474068879
North Dakota,5/30/2020,4.911783061,0.150360706
Nevada,5/30/2020,4.665561621,0.203225775
Michigan,5/30/2020,4.543284503,0.348713878
Ohio,5/30/2020,4.430127143,0.23586608
New Hampshire,5/30/2020,4.244247044,0.315948911
South Carolina,5/30/2020,4.211988747,0.174211676
Texas,5/30/2020,4.040556576,0.107509266
Washington,5/30/2020,3.950775536,0.128912062
Kansas,5/30/2020,3.65053578,0.049066341
Kentucky,5/30/2020,3.622260102,0.127882087
Florida,5/30/2020,3.552761816,0.143532382
Missouri,5/30/2020,2.926419962,0.13874262
Maine,5/30/2020,2.871223594,0.128084324
Puerto Rico,5/30/2020,2.763113825,0.026826348
West Virginia,5/30/2020,2.246688982,0.02373263
Wyoming,5/30/2020,2.10179669,0.09890808
Idaho,5/30/2020,1.693886114,0.02443105
Oklahoma,5/30/2020,1.659326923,0.083328645
Oregon,5/30/2020,1.012442785,0.02045339
Vermont,5/30/2020,0.524623907,0.022809735
Alaska,5/30/2020,0.503674304,0
Montana,5/30/2020,0.349644002,0.013447846
Hawaii,5/30/2020,0.080455078,0
Northern Mariana Islands,5/30/2020,,
American Samoa,5/30/2020,,
Virgin Islands,5/30/2020,,
Guam,5/30/2020,,
Maryland,5/29/2020,15.51808782,0.612307243
Nebraska,5/29/2020,14.70579959,0.12588046
Illinois,5/29/2020,13.46712479,0.622284094
District of Columbia,5/29/2020,13.1172612,0.854147241
Virginia,5/29/2020,12.71807673,0.372334569
Rhode Island,5/29/2020,12.14667071,1.540289723
Minnesota,5/29/2020,11.52291575,0.394620402
Iowa,5/29/2020,11.15737259,0.452631748
Massachusetts,5/29/2020,10.52260266,1.014176889
Delaware,5/29/2020,10.44282759,0.502201044
Mississippi,5/29/2020,10.3703725,0.550088947
New Jersey,5/29/2020,10.04656217,0.923674351
Connecticut,5/29/2020,9.969215324,0.923680222
Alabama,5/29/2020,9.82314912,0.201665364
South Dakota,5/29/2020,8.258246709,0.145733765
Wisconsin,5/29/2020,8.136139459,0.176926017
New York,5/29/2020,7.405216356,0.555573981
Indiana,5/29/2020,6.722434911,0.360778501
North Carolina,5/29/2020,6.569412759,0.198114228
Georgia,5/29/2020,5.973953752,0.243086547
New Mexico,5/29/2020,5.917645464,0.286337684
California,5/29/2020,5.907201323,0.148790545
Louisiana,5/29/2020,5.754165731,0.303496221
Arizona,5/29/2020,5.673134771,0.221108834
Tennessee,5/29/2020,5.631981552,0.097066748
Arkansas,5/29/2020,5.522171043,0.090061159
Utah,5/29/2020,5.454692945,0.063269015
Pennsylvania,5/29/2020,5.32407237,0.506417108
Colorado,5/29/2020,5.294847509,0.280920379
North Dakota,5/29/2020,5.218769502,0.131565618
New Hampshire,5/29/2020,5.034119323,0.358075433
Michigan,5/29/2020,4.701920735,0.358717965
Ohio,5/29/2020,4.609776436,0.316524946
South Carolina,5/29/2020,4.195129553,0.179831407
Nevada,5/29/2020,4.006450998,0.14829989
Kansas,5/29/2020,3.694695487,0.049066341
Texas,5/29/2020,3.664274146,0.088595599
Washington,5/29/2020,3.423752696,0.115641702
Florida,5/29/2020,3.384413088,0.149568791
Kentucky,5/29/2020,3.318540147,0.086320408
Maine,5/29/2020,2.967286837,0.106736937
Missouri,5/29/2020,2.907765492,0.108817741
Puerto Rico,5/29/2020,2.758642767,0.026826348
Wyoming,5/29/2020,2.17597775,0.07418106
West Virginia,5/29/2020,1.946075667,0.015821753
Oklahoma,5/29/2020,1.771639444,0.07970566
Idaho,5/29/2020,1.425144567,0.02443105
Oregon,5/29/2020,0.910175837,0.013635593
Vermont,5/29/2020,0.524623907,0.022809735
Alaska,5/29/2020,0.503674304,0
Montana,5/29/2020,0.188269847,0.013447846
Hawaii,5/29/2020,0.070398193,0
Northern Mariana Islands,5/29/2020,,
Virgin Islands,5/29/2020,,
Guam,5/29/2020,,
American Samoa,5/29/2020,,
Illinois,5/28/2020,14.73860256,0.649193677
Maryland,5/28/2020,14.60553725,0.635948449
District of Columbia,5/28/2020,14.3171347,0.833810402
Nebraska,5/28/2020,13.49142339,0.185118323
Rhode Island,5/28/2020,12.47094223,1.634868917
Virginia,5/28/2020,12.18305544,0.399169493
Minnesota,5/28/2020,12.08556806,0.404804155
Delaware,5/28/2020,11.59493586,0.41357733
Massachusetts,5/28/2020,11.04831884,1.018316386
Connecticut,5/28/2020,11.03751215,0.97166361
Iowa,5/28/2020,10.93558303,0.434526478
Mississippi,5/28/2020,10.28427162,0.540522183
South Dakota,5/28/2020,9.974666614,0.097155844
Alabama,5/28/2020,9.475349434,0.181206559
New Jersey,5/28/2020,8.978563699,0.954142776
Wisconsin,5/28/2020,7.590617574,0.154810265
New York,5/28/2020,7.511214023,0.552649908
North Carolina,5/28/2020,7.275194695,0.195362641
Louisiana,5/28/2020,7.044791076,0.34334926
Indiana,5/28/2020,6.686143582,0.330891525
North Dakota,5/28/2020,6.293222046,0.112770529
Georgia,5/28/2020,6.250990934,0.26888903
New Mexico,5/28/2020,6.081266998,0.27952012
Tennessee,5/28/2020,5.735378741,0.090736308
California,5/28/2020,5.690516064,0.148068261
Pennsylvania,5/28/2020,5.541586326,0.562189917
Arkansas,5/28/2020,5.119265859,0.071100915
Arizona,5/28/2020,5.037695869,0.191229262
Colorado,5/28/2020,4.805745063,0.278412162
New Hampshire,5/28/2020,4.781360194,0.347543803
Utah,5/28/2020,4.731618487,0.063269015
Ohio,5/28/2020,4.580445939,0.318969154
Michigan,5/28/2020,4.470397586,0.351572189
Nevada,5/28/2020,3.992327199,0.164777656
South Carolina,5/28/2020,3.953481099,0.15173275
Kansas,5/28/2020,3.660349048,0.049066341
Texas,5/28/2020,3.654319584,0.091084239
Maine,5/28/2020,3.330192421,0.11741063
Washington,5/28/2020,3.122325963,0.117537468
Florida,5/28/2020,3.091982627,0.147556655
Missouri,5/28/2020,3.050005825,0.119699515
Kentucky,5/28/2020,2.874149896,0.0735322
West Virginia,5/28/2020,2.70551983,0.031643507
Puerto Rico,5/28/2020,2.561916217,0.02235529
Idaho,5/28/2020,2.149932375,0.040718416
Oklahoma,5/28/2020,2.148429837,0.076082675
Wyoming,5/28/2020,1.854526491,0.07418106
Oregon,5/28/2020,0.916993634,0.02045339
Vermont,5/28/2020,0.547433642,0.022809735
Alaska,5/28/2020,0.445558038,0
Montana,5/28/2020,0.080687077,0.013447846
Hawaii,5/28/2020,0.058665161,0
Northern Mariana Islands,5/28/2020,,
American Samoa,5/28/2020,,
Guam,5/28/2020,,
Virgin Islands,5/28/2020,,
District of Columbia,5/27/2020,17.3879974,0.772799884
Illinois,5/27/2020,15.57167838,0.625647792
Maryland,5/27/2020,14.42113584,0.635948449
Nebraska,5/27/2020,13.78761271,0.111070994
Rhode Island,5/27/2020,13.47077942,1.580823663
Delaware,5/27/2020,13.32309828,0.502201044
Iowa,5/27/2020,12.44284675,0.466210701
Virginia,5/27/2020,12.31219851,0.345499645
Minnesota,5/27/2020,12.20522715,0.39716634
Massachusetts,5/27/2020,11.9507293,0.99554915
Connecticut,5/27/2020,10.66430802,1.095620696
Mississippi,5/27/2020,9.935084721,0.478338215
Louisiana,5/27/2020,9.75173212,0.352546116
New Jersey,5/27/2020,9.384274829,0.999043612
Alabama,5/27/2020,8.709605587,0.178283873
South Dakota,5/27/2020,8.630677443,0.129541125
North Dakota,5/27/2020,8.310561518,0.131565618
New York,5/27/2020,7.74513991,0.593586938
Wisconsin,5/27/2020,7.492325343,0.142523736
Indiana,5/27/2020,6.752321887,0.354374149
Georgia,5/27/2020,6.568768879,0.320493995
North Carolina,5/27/2020,6.402941776,0.162343603
New Mexico,5/27/2020,6.374422246,0.313607939
Tennessee,5/27/2020,6.06245148,0.101287042
Pennsylvania,5/27/2020,6.058042539,0.552150811
Arkansas,5/27/2020,6.03883769,0.061620793
California,5/27/2020,5.436272025,0.143373414
Colorado,5/27/2020,4.908581987,0.233264244
Ohio,5/27/2020,4.892082469,0.321413362
Arizona,5/27/2020,4.804635206,0.173301519
Michigan,5/27/2020,4.67333763,0.397305156
Utah,5/27/2020,4.501138503,0.06778823
New Hampshire,5/27/2020,4.4022215,0.347543803
South Carolina,5/27/2020,4.068685595,0.165782079
Kansas,5/27/2020,3.846801144,0.053972975
Nevada,5/27/2020,3.58744496,0.175762833
Florida,5/27/2020,3.462886399,0.149568791
Maine,5/27/2020,3.394234583,0.085389549
Texas,5/27/2020,3.326316778,0.087600143
Kentucky,5/27/2020,2.90931747,0.076729252
Missouri,5/27/2020,2.900770066,0.108817741
Washington,5/27/2020,2.720423654,0.109954406
West Virginia,5/27/2020,2.626411063,0.039554383
Oklahoma,5/27/2020,2.525220229,0.083328645
Puerto Rico,5/27/2020,2.374131782,0.017884232
Wyoming,5/27/2020,1.805072451,0.07418106
Idaho,5/27/2020,1.571730865,0.032574733
Oregon,5/27/2020,0.807908889,0.013635593
Vermont,5/27/2020,0.615862848,0
Alaska,5/27/2020,0.193720886,0
Hawaii,5/27/2020,0.070398193,0
Montana,5/27/2020,0.040343539,0.013447846
Northern Mariana Islands,5/27/2020,,
Guam,5/27/2020,,
Virgin Islands,5/27/2020,,
American Samoa,5/27/2020,,
District of Columbia,5/26/2020,18.30315516,0.813473563
Rhode Island,5/26/2020,17.01074352,1.378153963
Illinois,5/26/2020,17.00349242,0.609950536
Delaware,5/26/2020,15.19896688,0.457889187
Maryland,5/26/2020,14.51806479,0.595758399
Nebraska,5/26/2020,13.06935362,0.17771359
Massachusetts,5/26/2020,13.04976589,1.107315583
Minnesota,5/26/2020,12.55402067,0.38443665
Virginia,5/26/2020,12.0706842,0.325373452
Connecticut,5/26/2020,11.48802285,1.187588857
Iowa,5/26/2020,10.89484618,0.497894923
New Jersey,5/26/2020,10.27587715,1.034322841
North Dakota,5/26/2020,10.15248017,0.169155794
Mississippi,5/26/2020,9.695915613,0.46877145
Alabama,5/26/2020,9.5688754,0.222124169
Louisiana,5/26/2020,9.245905085,0.370939826
South Dakota,5/26/2020,9.197419865,0.064770562
New York,5/26/2020,8.034623195,0.543877687
Wisconsin,5/26/2020,7.317856632,0.122865289
Indiana,5/26/2020,7.200626533,0.384261125
North Carolina,5/26/2020,7.176137582,0.148585671
Georgia,5/26/2020,6.963954271,0.300123614
New Mexico,5/26/2020,6.394874937,0.334060631
Pennsylvania,5/26/2020,6.098198962,0.596769059
Arkansas,5/26/2020,5.958256653,0.080581037
California,5/26/2020,5.680042943,0.149873971
New Hampshire,5/26/2020,5.371131495,0.442328476
Tennessee,5/26/2020,5.239494265,0.080185575
Colorado,5/26/2020,5.192010584,0.238280679
Michigan,5/26/2020,5.014905732,0.365863741
Utah,5/26/2020,4.980175332,0.0587498
Ohio,5/26/2020,4.954409775,0.344633339
Arizona,5/26/2020,4.557630743,0.209157005
Nevada,5/26/2020,4.52432363,0.236181306
Kansas,5/26/2020,4.151012459,0.053972975
Maine,5/26/2020,3.927919266,0.064042162
South Carolina,5/26/2020,3.821417409,0.13206369
Florida,5/26/2020,3.562151785,0.138837398
Texas,5/26/2020,3.323828137,0.090088783
Missouri,5/26/2020,2.959065284,0.118922245
Kentucky,5/26/2020,2.819800009,0.089517461
Washington,5/26/2020,2.597198889,0.089100984
Oklahoma,5/26/2020,2.351316971,0.090574614
Puerto Rico,5/26/2020,2.320479086,0.02235529
West Virginia,5/26/2020,2.151758461,0.031643507
Wyoming,5/26/2020,1.829799471,0.07418106
Idaho,5/26/2020,1.392569834,0.040718416
Oregon,5/26/2020,0.821544482,0.027271186
Vermont,5/26/2020,0.524623907,0
Alaska,5/26/2020,0.193720886,0
Montana,5/26/2020,0.10758277,0.013447846
Hawaii,5/26/2020,0.082131226,0
Northern Mariana Islands,5/26/2020,,
Virgin Islands,5/26/2020,,
Guam,5/26/2020,,
American Samoa,5/26/2020,,
District of Columbia,5/25/2020,19.42168131,0.976168275
Maryland,5/25/2020,17.47085146,0.659589656
Illinois,5/25/2020,17.41498478,0.729922424
Rhode Island,5/25/2020,17.15936797,1.378153963
Delaware,5/25/2020,16.18859835,0.516971663
Massachusetts,5/25/2020,14.07429152,1.146640809
Nebraska,5/25/2020,12.8620211,0.17771359
Minnesota,5/25/2020,12.58457193,0.381890712
Iowa,5/25/2020,11.77747809,0.457158066
Virginia,5/25/2020,11.04760272,0.323696269
Connecticut,5/25/2020,11.02418343,1.167595778
New Jersey,5/25/2020,10.98787613,1.188268566
North Dakota,5/25/2020,9.886216415,0.187950882
Mississippi,5/25/2020,9.691132231,0.516605272
Louisiana,5/25/2020,9.50341703,0.392399155
South Dakota,5/25/2020,9.051686099,0.097155844
Alabama,5/25/2020,8.475790672,0.225046856
New York,5/25/2020,8.32849259,0.646951281
Indiana,5/25/2020,7.386352744,0.467517703
Wisconsin,5/25/2020,7.118814863,0.135151818
Georgia,5/25/2020,6.949015992,0.270247055
North Carolina,5/25/2020,6.672597253,0.133451945
New Mexico,5/25/2020,6.340334426,0.340878195
Pennsylvania,5/25/2020,5.862837707,0.703852853
Arkansas,5/25/2020,5.763914153,0.080581037
New Hampshire,5/25/2020,5.739738559,0.400201955
California,5/25/2020,5.399796673,0.176598487
Michigan,5/25/2020,5.382198628,0.473050384
Tennessee,5/25/2020,5.32601028,0.078075428
Colorado,5/25/2020,5.151879102,0.273395726
Utah,5/25/2020,5.13834787,0.081345877
Ohio,5/25/2020,4.91652455,0.403294333
Arizona,5/25/2020,4.71499649,0.239036577
Nevada,5/25/2020,4.213600051,0.236181306
Kansas,5/25/2020,4.033253241,0.044159707
Maine,5/25/2020,3.85320341,0.074715856
Texas,5/25/2020,3.599569495,0.102034257
Florida,5/25/2020,3.557456801,0.171031577
South Carolina,5/25/2020,3.472994057,0.137683421
Missouri,5/25/2020,2.865792935,0.137576715
Washington,5/25/2020,2.7564432,0.128912062
Oklahoma,5/25/2020,2.507105307,0.090574614
Puerto Rico,5/25/2020,2.459081883,0.02235529
West Virginia,5/25/2020,2.151758461,0.031643507
Kentucky,5/25/2020,2.033325177,0.143867347
Wyoming,5/25/2020,1.903980531,0.04945404
Idaho,5/25/2020,1.392569834,0.040718416
Oregon,5/25/2020,0.893131346,0.034088983
Vermont,5/25/2020,0.501814172,0
Alaska,5/25/2020,0.387441772,0
Montana,5/25/2020,0.121030616,0
Hawaii,5/25/2020,0.093864258,0
Northern Mariana Islands,5/25/2020,,
American Samoa,5/25/2020,,
Virgin Islands,5/25/2020,,
Guam,5/25/2020,,
District of Columbia,5/24/2020,20.07246016,0.996505114
Rhode Island,5/24/2020,18.79423688,1.472733156
Illinois,5/24/2020,18.06642092,0.761316937
Maryland,5/24/2020,17.75218181,0.67377438
Delaware,5/24/2020,16.82373497,0.531742282
Massachusetts,5/24/2020,14.91874901,1.190105533
Nebraska,5/24/2020,14.49106234,0.17771359
Minnesota,5/24/2020,12.48782628,0.374252898
New Jersey,5/24/2020,12.26754997,1.297313455
Connecticut,5/24/2020,12.19177921,1.139605469
Iowa,5/24/2020,11.76842545,0.475263335
Virginia,5/24/2020,9.821582138,0.270026421
North Dakota,5/24/2020,9.735855709,0.187950882
Mississippi,5/24/2020,9.394562538,0.497471743
South Dakota,5/24/2020,9.326960989,0.097155844
Louisiana,5/24/2020,8.390597552,0.613123679
New York,5/24/2020,8.329223609,0.63817906
Alabama,5/24/2020,7.91171219,0.184129246
Indiana,5/24/2020,7.68095294,0.480326407
Georgia,5/24/2020,7.228769225,0.294691513
New Mexico,5/24/2020,6.851651718,0.354513323
Wisconsin,5/24/2020,6.71827402,0.14006643
Pennsylvania,5/24/2020,6.539919611,0.715007414
North Carolina,5/24/2020,6.45522192,0.134827738
Michigan,5/24/2020,6.334016017,0.488771092
New Hampshire,5/24/2020,5.823991602,0.389670324
Tennessee,5/24/2020,5.807123729,0.080185575
Colorado,5/24/2020,5.608374718,0.293461468
Arkansas,5/24/2020,5.512690921,0.085321098
Utah,5/24/2020,5.215174531,0.076826661
Kansas,5/24/2020,5.156872453,0.049066341
California,5/24/2020,5.020958611,0.185265897
Ohio,5/24/2020,4.873750909,0.42040379
Arizona,5/24/2020,4.844474636,0.241028549
Nevada,5/24/2020,4.387793573,0.203225775
Maine,5/24/2020,3.927919266,0.085389549
Texas,5/24/2020,3.715540138,0.100541073
South Carolina,5/24/2020,3.59662815,0.140493287
Florida,5/24/2020,3.540688999,0.177067986
Missouri,5/24/2020,2.849470274,0.163226611
Kentucky,5/24/2020,2.822997061,0.182231973
Washington,5/24/2020,2.644593029,0.113745937
Oklahoma,5/24/2020,2.633909766,0.083328645
Puerto Rico,5/24/2020,2.427784478,0.017884232
West Virginia,5/24/2020,2.112204078,0.039554383
Wyoming,5/24/2020,2.07706967,0.09890808
Idaho,5/24/2020,1.68574243,0.048862099
Oregon,5/24/2020,1.036305073,0.037497881
Alaska,5/24/2020,0.368069684,0
Vermont,5/24/2020,0.364955762,0
Montana,5/24/2020,0.147926308,0
Hawaii,5/24/2020,0.093864258,0
Northern Mariana Islands,5/24/2020,,
Guam,5/24/2020,,
American Samoa,5/24/2020,,
Virgin Islands,5/24/2020,,
Rhode Island,5/23/2020,20.51017368,1.459221843
District of Columbia,5/23/2020,18.7912393,1.057515631
Maryland,5/23/2020,17.79473598,0.6761385
Illinois,5/23/2020,17.19858689,0.74113475
Nebraska,5/23/2020,15.42899518,0.17771359
Massachusetts,5/23/2020,15.04086419,1.239779503
Delaware,5/23/2020,14.50474779,0.531742282
Connecticut,5/23/2020,13.27140544,1.343534868
New Jersey,5/23/2020,12.9105941,1.372682716
Minnesota,5/23/2020,12.41399407,0.386982588
Iowa,5/23/2020,11.63263593,0.452631748
Virginia,5/23/2020,10.17379051,0.261640508
North Dakota,5/23/2020,9.717060621,0.187950882
Mississippi,5/23/2020,9.002325202,0.507038508
Louisiana,5/23/2020,8.608256458,0.579401877
New York,5/23/2020,8.548529128,0.668150814
South Dakota,5/23/2020,8.177283506,0.097155844
Indiana,5/23/2020,7.730052973,0.476056839
Alabama,5/23/2020,7.14012297,0.187051932
Georgia,5/23/2020,6.830867782,0.30419769
Michigan,5/23/2020,6.761333433,0.494487713
Wisconsin,5/23/2020,6.610152565,0.132694512
North Carolina,5/23/2020,6.513005236,0.140330911
Pennsylvania,5/23/2020,6.49641682,0.704968309
Colorado,5/23/2020,5.846655397,0.338609386
Arkansas,5/23/2020,5.673852994,0.080581037
